imdbid,videoid,description
tt0802948,wrAksGY1TSk,Gertrude forces Paula to punish Sylvia for the supposed lies and rumors that she has been spreading.
tt0280438,3VgqDRrUIOo,Moran questions Francis about the rumors surrounding his deceased brother.
tt0323939,d_8TCN2wA7s,Charlie tells the team an anecdote about the legendary Dean Stevens to demonstrate what they're up against.
tt0323939,2XgWUoUe_lw,Marlo warns Charlie that the money he hustled from Jennings belonged to mobster Malini; Charlie thinks he's settled the issue until the situation escalates to a shoot-out.
tt0488085,mlpWVL2gHG4,"Agent Hymes shoots Gus, but his escape is cut short by Josie."
tt0802948,Ny1Q4bR5dMc,Sylvia and her sister Jennie are punished by Gertrude out of no fault of their own when their parents' boarding payment doesn't arrive on time.
tt0488085,DfDQo7Gm8CI,"Agent Hymes accuses Josie of being a serial killer, The Wyoming Widow."
tt0488085,f-ZCZ5BNloQ,Agent Hymes examines the body and determines her to be another victim of the Oregon Undertaker.
tt0923671,kMjUZodyvtA,Sarah ignites the bunker after zombie Bud attempts to aid his human friends.
tt0323939,c0pmWNOt3fM,"Eager and overconfident, Jennings bets all his cash, and ends up losing it all to Leipzig."
tt0488085,-aH-cLQqwHQ,"Gus fills Josie in on what happened, and Josie finds a bag full of cash."
tt0488085,-W2T5Gm7i74,"Penelope arrives at the crime scene, unaware that Charlie is hiding the body of her deputy in his trunk."
tt0488085,ZhzpLQbMNjQ,"Mrs. Smalls pulls a gun on Gus and Charlie, unaware that Josie is waiting outside."
tt0488085,1_NERqSdt9U,Charlie arrives for his first day on the job at a call center and quickly befriends Gus.
tt0923671,YBEUHTsxyXs,"The survivors are led into a military bunker, where they plan to escape trough a missile silo... but not without splitting up first."
tt0488085,PnjqfWEL6bc,Charlie learns from Gus that the priest who he just dumped in a septic tank was not deceased.
tt0488085,fr_9D8OREfk,Charlie asks Penelope what she would do if he turned to a life of crime.
tt0488085,LVt7Zvxk934,Charlie gets fired on his first day at the call center when he accidentally tells off a caller like his coworker Gus.
tt0923671,YH7W2AR9b8w,The survivors discover that the infection retain aspects of their previous lives through Bud's behavior before being overrun by military zombies.
tt0284929,XtadtlSUNQg,"Ted lures in a woman under the pretense that he is a police officer, only to have her escape moments later."
tt0923671,FhAIXOkAUhY,"The survivors of the hospital massacre escape through its parking lot while disposing various zombies, including the jumping variety."
tt0284929,cvvweP3N_f4,Ted makes up the decapitated head of one of his victims before Lee comes over.
tt0349889,OhYlQ6kSQFs,"Agent Junod tries to convince a confused, hallucinating Dean that they are on the same side; Amy cuts in and demands answers."
tt0923671,2x5L2L4XZng,Captain Rhodes [not to be confused with the character of the same name in George Romero's Day of the Dead] chases the survivors through a ventilation shaft of the hospital.
tt0923671,PcRJie18fYs,Bud is bitten by the zombie Captain Rhodes.
tt0923671,k5kTx_bZznU,Rabid zombies take control of the hospital.
tt1187064,OH_cAf9RFSU,Jess makes a horrifying discovery while trying to start a new life with Tommy.
tt0923671,y69ebASPg8A,Patients begin turning into zombies at the hospital.
tt0923671,ekOi-hwWNoM,"Sarah brings her mother to the hospital, only to find it completely overrun with sick people."
tt1187064,H7H1eydzTCY,"Greg realizes that the masked assailant is Jess, and she tries to explain why she has to kill him."
tt1187064,1-G0Fxf9IYU,"Jess returns home to find an alternate, abusive version of herself, and sets out to destroy her."
tt1187064,M_beJ-qJlQo,Sally tries to defend herself from Jess by crawling over countless dead versions of herself.
tt1187064,iyPGMUFQiW0,Downey and Sally fall victim to a deadly alternate version of Jess.
tt1187064,GK7IQ-raJOc,Jess tries to convince Victor that there are two versions of everyone on the boat.
tt1187064,w-4XyyU2w9g,Jess fails to determine the identity of her masked assailant.
tt1187064,Wa6au8A-3Zg,Greg orders everyone below deck when a freak electrical storm threatens to capsize the boat.
tt1187064,G_0o3NoEXJQ,Jess finds Victor bleeding and ready to kill her.
tt1187064,EN8q8mJrAZY,"Accused of shooting Greg, Jess declares her innocence until a masked sniper opens fire."
tt0491152,ndrLDbtM-CY,Ethan takes matters into his own hands when he threatens to out Rachel's secret.
tt0491152,umOy9nT4Wpw,"Ethan urges Rachel to put herself first, but she pushes him away."
tt0491152,dM6waznJ7No,Darcy and Rachel share a sisterhood moment by dancing their sixth grade talent show routine.
tt0491152,GhaxB8afkj0,"Rachel announces that she's been called into work, so Dex offers to give her a ride."
tt0491152,6svLqrJqoWk,"Darcy opens up to Rachel, which prompts Rachel to tell her something she's been keeping from her."
tt0491152,ihyRhFcUVto,"When Dex shows up at Rachel's apartment in the middle of the night, she lies and tells Darcy that it's Ethan."
tt0491152,fuOY4W9QFNI,Darcy crashes Rachel and Dex's one-on-one time and starts to flirt with Dex.
tt0071230,DNC3OciAF3w,"In the town meeting, Gabby Johnson gives an unintelligible pep talk."
tt0491152,wp4tgWYqjyw,Rachel sadly looks on as Dex and Darcy canoodle across the room; Ethan comments on Claire's blatant attempts to get his attention.
tt0071230,t9P2B7NUPfM,Infamous thug Mongo makes a big impression when he comes into town.
tt0071230,NzbhbetwYFU,Hedley Lamarr manipulates the idiot governor.
tt0071230,4w36z7XnwOM,Bart finds himself stuck in quicksand and gets no help from the bigoted Taggart.
tt0071230,s9JqbCH4aVw,Bart is seduced by Lili von Shtupp and she falls head over heels for him.
tt0263101,OwB1Fd-IeS4,Kong takes on the mob in a shootout at the water bottling plant.
tt0390468,DR91SIIPCkQ,"The Al Qaeda terrorist films Lars with his own camera, but when a sudden explosion erupts outside their cave, Lars gets a chance to escape."
tt0263101,_DK3DYHAQvc,Kong and Aom try to escape the mob through the streets and alleys of Bangkok.
tt0390468,yE_JbyAR7qY,Lars is taken hostage and Sonny is murdered in middle of the night shootout.
tt0263101,VN8DStEDHd0,Jo finds himself a victim of a double-cross when the gun he was given for a mob hit turns out to be full of blanks.
tt0390468,vWyTTJE081c,Al Qaeda members raid the camp and kill Wali.
tt0263101,5WuZvuZjk3o,Kong avenges Jo's death by single-handedly taking out a roomful of mobsters.
tt0390468,UzBE29ENnjA,"The crew and Babak's team escape from Al Qaeda, who chase them through the streets with a rocket launcher."
tt0390468,zoK9i_LiB5s,"When the crew arrives at a faux military checkpoint, thieves intimidate and rob Wali."
tt0390468,FonBCrV4Fqs,"While following the mercenary Babak who is on the trail for Bin Ladan, the crew fid themselves under fire from Al Qaeda."
tt0390468,Til9ScLdyv0,"Lars and Wali are introduced to black market arms dealers, where the situations grows tense when Wali has reservations."
tt0263101,s0RwiqEDRbM,Jo takes revenge on the man who raped Aom by brutally shooting him in a restroom.
tt0263101,VgyyxiZGzNo,Fon runs off when Kong brutally dispatches two potential muggers in the park.
tt0378407,MosezS_qfk4,"Brian, Pam, and Lisa, reenact how they approached Drew at the Charlie's Angels 2 afterparty, and Brian cringes over the limp handshake he gave Drew."
tt0390468,JlpBRPIgoIk,A murder occurs in the streets in the middle of Lars' first interview.
tt1501652,A8CNtor4BPA,Charlie finds peace at last at the foot of her tombstone.
tt0390468,Cer8qtPJiaI,Don Larson arrives in Afghanistan and meets with his guide Wali.
tt0263101,IGtoG5BnW_g,"Kong travels to Hong Kong, where he kills his target on the subway."
tt1501652,-p3FtQtQ6q8,"Dylan finds Charlie on the ledge of a rooftop, threatening to jump."
tt0263101,onD3Eppv3EQ,"Jo trains Kong in the art of assassination, until Jo's hand injury forces Kong to work alone."
tt0263101,6lzU26KS9yw,Kong discovers he has a knack for target shooting when he realizes his deafness prevents him from flinching at the sound of gunshots.
tt1501652,iOb_w3y2stg,"After Natalie confronting Dylan, the two reminisce their high school romance."
tt1501652,C8IBujBZjaE,Decko comforts Dylan when hope escapes and all else fails the boy.
tt1501652,nXqdGyqR82Y,Charlie recalls the accident that involved Dylan's parents.
tt0263101,3gt4aiQrmb8,"Even with a little girl watching from a balcony, Kong carries out a hit with ruthless precision."
tt1501652,5B5VRYzzz0M,"WHen Dylan seeks out Charlie, he finds himself facing an armed thug."
tt1501652,h3Aam5h7qAA,Dylan plays dead while the only two guests show up at his memorial service.
tt0473488,1qbYMSC8ggg,"After many years, Dito finally visits Antonio in prison."
tt0473488,KuR_Z_vRD2Y,Dito and Mike try to get the money they're owed from Frank.
tt0473488,Vbw4I7BhEBk,Dito breaks down and asks Monty if he ever loved him.
tt0473488,_vjn86zTNVI,Laurie tells Dito to be a man and take care of his parents.
tt0473488,hUz7Nan8kpM,Dito has a falling-out with Antonio and a run-in with Reaper.
tt0284929,QSWGpf7NQ7k,"Lee and her husband watch the evening news discussing ed Bundy's execution, which leads her to question who the man she once loved was."
tt0473488,sY1NGOTGpUs,Dito returns to the old neighborhood and sees Laurie hanging out the window with her son.
tt0284929,U0sp1K-D1RE,Ted gets a pleasant visit from Betty in prison.
tt0473488,6OofgRuJnIE,Dito returns home to find his dad unsettled by the threatening graffiti sprayed on the house.
tt0284929,n5YGsbi7BNw,Ted Bundy makes his infamous escape while pretending to be studying up for a case where he'll be acting as his own attorney.
tt0473488,2eqWGVKtm5w,Antonio intimidates the little brother of a Puerto Rican gang member spray painting graffiti in their neighborhood.
tt0349889,jnRIqedIizM,"Sullivan and Peterson bring a drugged Dean to Dr. Collins, who estimates he has six hours to live, while Amy questions the thug who injected Dean with XE."
tt0473488,ShqQo3JOdew,Dito runs into new classmate Mike on the subway and they decide to ride to Coney Island.
tt0284929,fBkFWhWXWuA,Lee severs her remaining ties to Ted when she finally suspects he could be guilty.
tt0473488,y8Jqk1kPtQI,Dito brings his buddies Antonio and Guiseppe home to see his mom and dad.
tt0284929,eswi0L8WNzs,Ted gets arrested for the first time and is questioned by a Salt Lake City Detective.
tt0349889,cZP3u5XAeHk,Agent Junod and Agent Kennedy step on Detective Amy Knight's toes when they try to take control of her case.
tt0349889,-uU3MTcwg_s,Peterson and Leitch taunt Dean as he hallucinates the memory of his best friend's execution in Bosnia; Amy breaks in to save him.
tt0349889,3sDL4LJUc_c,"Dean, waiting for Amy at a diner, is mistaken by thieves for a CIA operative with access to a stolen military experimental serum. McNab injects him with said serum."
tt0023969,m9Wh66FXZJQ,"Just as peace seems like a possibility, Rufus T. Firefly works himself into an indignant stupor and triggers a war with neighboring Sylvania."
tt0349889,AO9pxLEHVfI,"Once Amy injects Sullivan with XE, he becomes desperate to find the antidote. When he finds it, he attempts to shoot Amy, but Dean shoots him first, allowing Amy to obtain the antidote and give it to him."
tt0084787,hqVbOSEsJNo,MacReady administers blood tests to uncover who is infected by the Thing. Palmer is unmasked as an imitation and transforms into a creature that kills Windows.
tt0284929,QQwJyX56Z6o,"After flirting with a caller from a help clinic, Ted breaks into a home and assaults a sleeping woman."
tt0023969,5mEsXz-Bpog,The Marx Brothers rally Freedonia to war with this rousing performance.
tt0023969,q9OUIk4Oaq4,Chicolini and Pinky harass a hapless lemonade vendor.
tt0023969,qSabiG8q8-k,Rufus T. Firefly meets Mrs. Teasdale for the first time and runs circles around her.
tt0084787,JjIXwkX1e48,"Dr. Cooper attempts to revive Norris with a defibrillator. Shockingly, Norris has become inhabited by the Thing, and as his chest caves in, Cooper's arms are ripped off. MacReady uses the flame thrower on the creature."
tt1212419,P4KH_RSZyl8,Dr. Rousseau describes the experience of death to Marie who is beginning to realize she may have experienced it as well.
tt0023969,AFk0BnxndMA,Pinky says a whole lot without saying a word.
tt1212419,q-1DREuXwjc,"Melanie learns of George's ability to do psychic readings and asks if he'll do one for her, putting their new relationship in peril."
tt0284929,jJze-x__3o8,Ted masturbates to a girl undressing before a disgusted neighbor dumps water on him.
tt0349889,uIJDIumyakw,"Peterson and Leitch try to shoot Dean as he clings onto a speeding fuel truck but end up shooting the driver instead, sending the truck off the bridge in a flaming heap."
tt0349889,mlAtuy15iIM,"Dean, whose hallucination has inclined him to think the building is on fire, throws himself through the window and flees the property."
tt0242508,MflY-IYl0Bk,"While taking some photographs of a boy and his family, Alan has an unexpected acid flashback."
tt0349889,Utt18i8DSSg,The drug Dean has been injected with makes him relive his memory of Scott's execution.
tt0242508,PSe5x7y-kVY,Alan visits Dr. Reese who specializes in cases of L.S.D. overdoses.
tt0242508,cx_45Z56ZQA,"Still tripping hard on L.S.D., Alan runs into his friend Sandy who cautions him that the acid trip may never end."
tt0285728,NF-httKm7RU,Dahmer picks up Rodney at a hunting store.
tt0349889,KThMkPl6q5A,Amy coaxes some information about the drug XE from Agent Kennedy by threatening to inject her with the lethal substance.
tt0285728,0j4aiJowI8I,Jeffrey asks Lance about rebellion and homosexuality.
tt0242508,lgwJVRwJn3k,Alan struggles to hold it together on an airplane after consuming LSD and having strong hallucinations of the passenger Teddy seated next to him.
tt0285728,2GXdTkYEPm4,Dahmer discovers Khamtay wandering in the street with some bystanders trying to help him.
tt0285728,aqbP3OofrHU,Jeffrey is pulled over the night he dismembers his first victim.
tt0242508,S32b64ns3fM,Alan is paid off by Cindy to throw the Harvard/Dartmouth basketball game to the disapproval of fellow teammate Marcus.
tt0285728,q2nChVvlZ8w,Jeffrey seduces Rodney and then chokes him in order to keep him from seeing his other victim.
tt0285728,k7GcyfPypGY,Jeffrey troubles Rodney when he accuses him of harboring anger.
tt0285728,2V0WuzhmAjY,"When Lance decides to leave, Jeffrey does his best to keep him at his house."
